,plsaContext
7318,LeftTroll|On or After June 9|positive
7319,LeftTroll|On or After June 9|positive
7320,LeftTroll|On or After June 9|neutral
7321,LeftTroll|On or After June 9|negative
7322,LeftTroll|On or After June 9|neutral
7323,LeftTroll|On or After June 9|positive
7324,LeftTroll|On or After June 9|positive
7325,LeftTroll|On or After June 9|positive
7326,LeftTroll|On or After June 9|neutral
7327,LeftTroll|On or After June 9|positive
7328,LeftTroll|On or After June 9|negative
7329,LeftTroll|On or After June 9|negative
7330,LeftTroll|On or After June 9|positive
7331,LeftTroll|On or After June 9|neutral
7332,LeftTroll|On or After June 9|neutral
7333,LeftTroll|On or After June 9|positive
7334,LeftTroll|On or After June 9|positive
7335,LeftTroll|On or After June 9|neutral
7336,LeftTroll|On or After June 9|neutral
7337,LeftTroll|On or After June 9|neutral
7338,LeftTroll|On or After June 9|negative
7339,LeftTroll|On or After June 9|neutral
7340,LeftTroll|On or After June 9|positive
7341,LeftTroll|On or After June 9|neutral
7342,LeftTroll|On or After June 9|neutral
7343,LeftTroll|On or After June 9|neutral
7344,LeftTroll|On or After June 9|positive
7345,LeftTroll|On or After June 9|positive
7346,LeftTroll|On or After June 9|neutral
7347,LeftTroll|On or After June 9|positive
7348,LeftTroll|On or After June 9|neutral
7349,LeftTroll|On or After June 9|positive
7350,LeftTroll|On or After June 9|neutral
7351,LeftTroll|On or After June 9|negative
7352,LeftTroll|On or After June 9|neutral
7353,LeftTroll|On or After June 9|neutral
7354,LeftTroll|On or After June 9|neutral
7355,LeftTroll|On or After June 9|negative
7356,LeftTroll|On or After June 9|negative
7357,LeftTroll|On or After June 9|neutral
7358,LeftTroll|On or After June 9|neutral
7359,LeftTroll|On or After June 9|positive
7360,LeftTroll|On or After June 9|neutral
7361,LeftTroll|On or After June 9|positive
7362,LeftTroll|On or After June 9|positive
7363,LeftTroll|On or After June 9|negative
7364,LeftTroll|On or After June 9|neutral
7365,LeftTroll|On or After June 9|positive
7366,LeftTroll|On or After June 9|neutral
7367,LeftTroll|On or After June 9|positive
7368,LeftTroll|On or After June 9|positive
7369,LeftTroll|On or After June 9|neutral
7370,LeftTroll|On or After June 9|negative
7371,LeftTroll|On or After June 9|neutral
7372,LeftTroll|On or After June 9|neutral
7373,LeftTroll|On or After June 9|neutral
7374,LeftTroll|On or After June 9|neutral
7375,LeftTroll|On or After June 9|neutral
7376,LeftTroll|On or After June 9|neutral
7377,LeftTroll|On or After June 9|neutral
7378,LeftTroll|On or After June 9|neutral
7379,LeftTroll|On or After June 9|neutral
7380,LeftTroll|On or After June 9|negative
7381,LeftTroll|On or After June 9|negative
7382,LeftTroll|On or After June 9|positive
7383,LeftTroll|On or After June 9|positive
7384,LeftTroll|On or After June 9|neutral
7385,LeftTroll|On or After June 9|neutral
7386,LeftTroll|On or After June 9|neutral
7387,LeftTroll|On or After June 9|neutral
7388,LeftTroll|On or After June 9|neutral
7389,LeftTroll|On or After June 9|positive
7390,LeftTroll|On or After June 9|neutral
7391,LeftTroll|On or After June 9|positive
7392,LeftTroll|On or After June 9|positive
7393,LeftTroll|On or After June 9|neutral
7394,LeftTroll|On or After June 9|negative
7395,LeftTroll|On or After June 9|positive
7396,LeftTroll|On or After June 9|positive
7397,LeftTroll|Before June 9|positive
7398,LeftTroll|Before June 9|neutral
7399,LeftTroll|Before June 9|positive
7400,LeftTroll|Before June 9|neutral
7401,LeftTroll|Before June 9|positive
7402,LeftTroll|Before June 9|negative
7403,LeftTroll|Before June 9|neutral
7404,LeftTroll|Before June 9|positive
7405,LeftTroll|Before June 9|neutral
7406,LeftTroll|Before June 9|neutral
7407,LeftTroll|Before June 9|positive
7408,LeftTroll|Before June 9|neutral
7409,LeftTroll|Before June 9|neutral
7410,LeftTroll|Before June 9|neutral
7411,LeftTroll|Before June 9|negative
7412,LeftTroll|Before June 9|positive
7413,LeftTroll|Before June 9|neutral
7414,LeftTroll|Before June 9|neutral
7415,LeftTroll|Before June 9|neutral
7416,LeftTroll|Before June 9|positive
7417,LeftTroll|Before June 9|neutral
7418,LeftTroll|Before June 9|neutral
7419,LeftTroll|Before June 9|positive
7420,LeftTroll|Before June 9|neutral
7421,LeftTroll|Before June 9|neutral
7422,LeftTroll|Before June 9|neutral
7423,LeftTroll|Before June 9|neutral
7424,LeftTroll|Before June 9|neutral
7425,LeftTroll|Before June 9|positive
7426,LeftTroll|Before June 9|negative
7427,LeftTroll|Before June 9|neutral
7428,LeftTroll|Before June 9|negative
7429,LeftTroll|Before June 9|neutral
7430,LeftTroll|Before June 9|positive
7431,LeftTroll|Before June 9|neutral
7432,LeftTroll|Before June 9|neutral
7433,LeftTroll|Before June 9|neutral
7434,LeftTroll|Before June 9|neutral
7435,LeftTroll|Before June 9|neutral
7436,LeftTroll|Before June 9|neutral
7437,LeftTroll|Before June 9|positive
7438,LeftTroll|Before June 9|positive
7439,LeftTroll|Before June 9|positive
7440,LeftTroll|Before June 9|positive
7441,LeftTroll|Before June 9|negative
7442,LeftTroll|Before June 9|neutral
7443,LeftTroll|On or After June 9|neutral
7444,LeftTroll|On or After June 9|positive
7445,LeftTroll|On or After June 9|negative
7446,LeftTroll|On or After June 9|neutral
7447,LeftTroll|On or After June 9|neutral
7448,LeftTroll|On or After June 9|positive
7449,LeftTroll|On or After June 9|positive
7450,LeftTroll|On or After June 9|positive
7451,LeftTroll|On or After June 9|negative
7452,LeftTroll|On or After June 9|negative
7453,LeftTroll|On or After June 9|positive
7454,LeftTroll|On or After June 9|neutral
7455,LeftTroll|On or After June 9|positive
7456,LeftTroll|On or After June 9|neutral
7457,LeftTroll|On or After June 9|positive
7458,LeftTroll|On or After June 9|neutral
7459,LeftTroll|On or After June 9|positive
7460,LeftTroll|On or After June 9|positive
7461,LeftTroll|On or After June 9|negative
7462,LeftTroll|On or After June 9|neutral
7463,LeftTroll|On or After June 9|positive
7464,LeftTroll|On or After June 9|positive
7465,LeftTroll|On or After June 9|neutral
7466,LeftTroll|On or After June 9|neutral
7467,LeftTroll|On or After June 9|negative
7468,LeftTroll|On or After June 9|negative
7469,LeftTroll|On or After June 9|neutral
7470,LeftTroll|On or After June 9|neutral
7471,LeftTroll|On or After June 9|positive
7472,LeftTroll|On or After June 9|neutral
7473,LeftTroll|On or After June 9|negative
7474,LeftTroll|On or After June 9|negative
7475,LeftTroll|On or After June 9|positive
7476,LeftTroll|On or After June 9|neutral
7477,LeftTroll|On or After June 9|positive
7478,LeftTroll|On or After June 9|neutral
7479,LeftTroll|On or After June 9|neutral
7480,LeftTroll|On or After June 9|negative
7481,LeftTroll|On or After June 9|neutral
7482,LeftTroll|On or After June 9|negative
7483,LeftTroll|On or After June 9|neutral
7484,LeftTroll|Before June 9|positive
7485,LeftTroll|Before June 9|neutral
7486,LeftTroll|Before June 9|positive
7487,LeftTroll|Before June 9|neutral
7488,LeftTroll|Before June 9|neutral
7489,LeftTroll|Before June 9|neutral
7490,LeftTroll|Before June 9|positive
7491,LeftTroll|Before June 9|positive
7492,LeftTroll|Before June 9|neutral
7493,LeftTroll|Before June 9|neutral
7494,LeftTroll|Before June 9|negative
7495,LeftTroll|Before June 9|neutral
7496,LeftTroll|Before June 9|neutral
7497,LeftTroll|Before June 9|neutral
7498,LeftTroll|Before June 9|neutral
7499,LeftTroll|Before June 9|neutral
7500,LeftTroll|Before June 9|neutral
7501,LeftTroll|Before June 9|positive
7502,LeftTroll|Before June 9|neutral
7503,LeftTroll|Before June 9|neutral
7504,LeftTroll|Before June 9|positive
7505,LeftTroll|Before June 9|neutral
7506,LeftTroll|Before June 9|positive
7507,LeftTroll|Before June 9|neutral
7508,LeftTroll|Before June 9|negative
7509,LeftTroll|Before June 9|neutral
7510,LeftTroll|Before June 9|neutral
7511,LeftTroll|Before June 9|neutral
7512,LeftTroll|Before June 9|positive
7513,LeftTroll|Before June 9|negative
7514,LeftTroll|Before June 9|neutral
7515,LeftTroll|Before June 9|positive
7516,LeftTroll|Before June 9|neutral
7517,LeftTroll|Before June 9|positive
7518,LeftTroll|Before June 9|neutral
7519,LeftTroll|Before June 9|positive
7520,LeftTroll|Before June 9|positive
7521,LeftTroll|Before June 9|positive
7522,LeftTroll|Before June 9|positive
7523,LeftTroll|Before June 9|positive
7524,LeftTroll|Before June 9|negative
7525,LeftTroll|Before June 9|neutral
7526,LeftTroll|Before June 9|neutral
7527,LeftTroll|Before June 9|neutral
7528,LeftTroll|Before June 9|neutral
7529,LeftTroll|Before June 9|neutral
7530,LeftTroll|Before June 9|positive
7531,LeftTroll|Before June 9|neutral
7532,LeftTroll|Before June 9|neutral
7533,LeftTroll|Before June 9|neutral
7534,LeftTroll|Before June 9|neutral
7535,LeftTroll|Before June 9|neutral
7536,LeftTroll|Before June 9|neutral
7537,LeftTroll|Before June 9|positive
7538,LeftTroll|Before June 9|neutral
7539,LeftTroll|Before June 9|negative
7540,LeftTroll|Before June 9|neutral
7541,LeftTroll|Before June 9|positive
7542,LeftTroll|Before June 9|neutral
7543,LeftTroll|Before June 9|neutral
7544,LeftTroll|Before June 9|neutral
7545,LeftTroll|Before June 9|neutral
7546,LeftTroll|Before June 9|positive
7547,LeftTroll|Before June 9|negative
7548,LeftTroll|Before June 9|neutral
7549,LeftTroll|Before June 9|neutral
7550,LeftTroll|Before June 9|neutral
7551,LeftTroll|Before June 9|negative
7552,LeftTroll|Before June 9|positive
7553,LeftTroll|Before June 9|neutral
7554,LeftTroll|Before June 9|positive
7555,LeftTroll|Before June 9|negative
7556,LeftTroll|Before June 9|positive
7557,LeftTroll|Before June 9|negative
7558,LeftTroll|Before June 9|positive
7559,LeftTroll|Before June 9|neutral
7560,LeftTroll|Before June 9|positive
7561,LeftTroll|Before June 9|neutral
7562,LeftTroll|Before June 9|positive
7563,LeftTroll|Before June 9|positive
7564,LeftTroll|Before June 9|neutral
7565,LeftTroll|Before June 9|negative
7566,LeftTroll|Before June 9|neutral
7567,LeftTroll|Before June 9|positive
7568,LeftTroll|Before June 9|negative
7569,LeftTroll|Before June 9|negative
7570,LeftTroll|Before June 9|negative
7571,LeftTroll|Before June 9|neutral
7572,LeftTroll|On or After June 9|positive
7573,LeftTroll|On or After June 9|negative
7574,LeftTroll|On or After June 9|negative
7575,LeftTroll|On or After June 9|positive
7576,LeftTroll|On or After June 9|negative
7577,LeftTroll|On or After June 9|negative
7578,LeftTroll|On or After June 9|positive
7579,LeftTroll|On or After June 9|neutral
7580,LeftTroll|On or After June 9|positive
7581,LeftTroll|On or After June 9|positive
7582,LeftTroll|On or After June 9|neutral
7583,LeftTroll|On or After June 9|positive
7584,LeftTroll|On or After June 9|positive
7585,LeftTroll|On or After June 9|neutral
7586,LeftTroll|On or After June 9|positive
7587,LeftTroll|On or After June 9|positive
7588,LeftTroll|On or After June 9|neutral
7589,LeftTroll|On or After June 9|neutral
7590,LeftTroll|On or After June 9|positive
7591,LeftTroll|On or After June 9|neutral
7592,LeftTroll|On or After June 9|positive
7593,LeftTroll|On or After June 9|positive
7594,LeftTroll|On or After June 9|neutral
7595,LeftTroll|On or After June 9|neutral
7596,LeftTroll|On or After June 9|neutral
7597,LeftTroll|On or After June 9|negative
7598,LeftTroll|On or After June 9|neutral
7599,LeftTroll|On or After June 9|positive
7600,LeftTroll|On or After June 9|neutral
7601,LeftTroll|On or After June 9|positive
7602,LeftTroll|On or After June 9|neutral
7603,LeftTroll|On or After June 9|neutral
7604,LeftTroll|On or After June 9|neutral
7605,LeftTroll|On or After June 9|neutral
7606,LeftTroll|On or After June 9|neutral
7607,LeftTroll|On or After June 9|neutral
7608,LeftTroll|On or After June 9|neutral
7609,LeftTroll|On or After June 9|neutral
7610,LeftTroll|On or After June 9|negative
7611,LeftTroll|On or After June 9|positive
7612,LeftTroll|On or After June 9|neutral
7613,LeftTroll|On or After June 9|negative
7614,LeftTroll|On or After June 9|negative
7615,LeftTroll|On or After June 9|neutral
7616,LeftTroll|On or After June 9|neutral
7617,LeftTroll|On or After June 9|positive
7618,LeftTroll|On or After June 9|neutral
7619,LeftTroll|On or After June 9|neutral
7620,LeftTroll|On or After June 9|neutral
7621,LeftTroll|On or After June 9|neutral
7622,LeftTroll|On or After June 9|neutral
7623,LeftTroll|On or After June 9|negative
7624,LeftTroll|On or After June 9|positive
7625,LeftTroll|On or After June 9|neutral
7626,LeftTroll|On or After June 9|neutral
7627,LeftTroll|On or After June 9|positive
7628,LeftTroll|On or After June 9|positive
7629,LeftTroll|On or After June 9|positive
7630,LeftTroll|On or After June 9|positive
7631,LeftTroll|On or After June 9|positive
7632,LeftTroll|On or After June 9|neutral
7633,LeftTroll|On or After June 9|neutral
7634,LeftTroll|On or After June 9|negative
7635,LeftTroll|On or After June 9|negative
7636,LeftTroll|On or After June 9|negative
7637,LeftTroll|On or After June 9|negative
7638,LeftTroll|On or After June 9|neutral
7639,LeftTroll|On or After June 9|neutral
7640,LeftTroll|On or After June 9|negative
7641,LeftTroll|On or After June 9|neutral
7642,LeftTroll|On or After June 9|negative
7643,LeftTroll|On or After June 9|positive
7644,LeftTroll|On or After June 9|negative
7645,LeftTroll|On or After June 9|negative
7646,LeftTroll|On or After June 9|neutral
7647,LeftTroll|On or After June 9|neutral
7648,LeftTroll|On or After June 9|positive
7649,LeftTroll|On or After June 9|neutral
7650,LeftTroll|On or After June 9|neutral
7651,LeftTroll|On or After June 9|negative
7652,LeftTroll|On or After June 9|neutral
7653,LeftTroll|On or After June 9|neutral
7654,LeftTroll|On or After June 9|negative
7655,LeftTroll|On or After June 9|neutral
7656,LeftTroll|On or After June 9|neutral
7657,LeftTroll|On or After June 9|neutral
7658,LeftTroll|On or After June 9|positive
7659,LeftTroll|On or After June 9|neutral
7660,LeftTroll|On or After June 9|neutral
7661,LeftTroll|On or After June 9|neutral
7662,LeftTroll|On or After June 9|neutral
7663,LeftTroll|On or After June 9|negative
7664,LeftTroll|On or After June 9|positive
7665,LeftTroll|On or After June 9|neutral
7666,LeftTroll|On or After June 9|neutral
7667,LeftTroll|On or After June 9|neutral
7668,LeftTroll|On or After June 9|negative
7669,LeftTroll|On or After June 9|neutral
7670,LeftTroll|Before June 9|negative
7671,LeftTroll|Before June 9|positive
7672,LeftTroll|Before June 9|positive
7673,LeftTroll|Before June 9|positive
7674,LeftTroll|Before June 9|neutral
7675,LeftTroll|Before June 9|negative
7676,LeftTroll|Before June 9|neutral
7677,LeftTroll|Before June 9|neutral
7678,LeftTroll|Before June 9|positive
7679,LeftTroll|Before June 9|neutral
7680,LeftTroll|Before June 9|positive
7681,LeftTroll|Before June 9|negative
7682,LeftTroll|Before June 9|negative
7683,LeftTroll|Before June 9|neutral
7684,LeftTroll|Before June 9|negative
7685,LeftTroll|Before June 9|neutral
7686,LeftTroll|Before June 9|positive
7687,LeftTroll|Before June 9|neutral
7688,LeftTroll|Before June 9|neutral
7689,LeftTroll|Before June 9|neutral
7690,LeftTroll|Before June 9|neutral
7691,LeftTroll|Before June 9|neutral
7692,LeftTroll|Before June 9|negative
7693,LeftTroll|Before June 9|neutral
7694,LeftTroll|Before June 9|neutral
7695,LeftTroll|Before June 9|neutral
7696,LeftTroll|Before June 9|negative
7697,LeftTroll|Before June 9|negative
7698,LeftTroll|Before June 9|negative
7699,LeftTroll|Before June 9|positive
7700,LeftTroll|Before June 9|positive
7701,LeftTroll|Before June 9|positive
7702,LeftTroll|Before June 9|neutral
7703,LeftTroll|Before June 9|negative
7704,LeftTroll|Before June 9|negative
7705,LeftTroll|Before June 9|neutral
7706,LeftTroll|Before June 9|positive
7707,LeftTroll|Before June 9|negative
7708,LeftTroll|Before June 9|positive
7709,LeftTroll|Before June 9|positive
7710,LeftTroll|Before June 9|positive
7711,LeftTroll|Before June 9|neutral
7712,LeftTroll|On or After June 9|negative
7713,LeftTroll|On or After June 9|positive
7714,LeftTroll|On or After June 9|neutral
7715,LeftTroll|On or After June 9|positive
7716,LeftTroll|On or After June 9|neutral
7717,LeftTroll|On or After June 9|negative
7718,LeftTroll|On or After June 9|positive
7719,LeftTroll|On or After June 9|neutral
7720,LeftTroll|On or After June 9|neutral
7721,LeftTroll|On or After June 9|positive
7722,LeftTroll|On or After June 9|positive
7723,LeftTroll|On or After June 9|neutral
7724,LeftTroll|On or After June 9|positive
7725,LeftTroll|On or After June 9|neutral
7726,LeftTroll|On or After June 9|neutral
7727,LeftTroll|On or After June 9|neutral
7728,LeftTroll|On or After June 9|positive
7729,LeftTroll|On or After June 9|negative
7730,LeftTroll|On or After June 9|negative
7731,LeftTroll|On or After June 9|positive
7732,LeftTroll|On or After June 9|neutral
7733,LeftTroll|On or After June 9|neutral
7734,LeftTroll|On or After June 9|positive
7735,LeftTroll|On or After June 9|negative
7736,LeftTroll|On or After June 9|positive
7737,LeftTroll|On or After June 9|neutral
7738,LeftTroll|On or After June 9|negative
7739,LeftTroll|On or After June 9|neutral
7740,LeftTroll|On or After June 9|negative
